timestamp,aggregate,label
2023-01-01 00:00:00,148.43521868696536,fridge
2023-01-01 00:01:00,120.67760073849134,fridge
2023-01-01 00:02:00,147.90575787891606,fridge
2023-01-01 00:03:00,125.98656172481395,fridge
2023-01-01 00:04:00,155.73062871343376,fridge
2023-01-01 00:05:00,149.09512813282393,fridge
2023-01-01 00:06:00,133.2339986863555,fridge
2023-01-01 00:07:00,165.89555834996563,fridge
2023-01-01 00:08:00,128.82996313300816,fridge
2023-01-01 00:09:00,148.24885483094738,fridge
2023-01-01 00:10:00,161.50636889135828,fridge
2023-01-01 00:11:00,155.72491386934857,fridge
2023-01-01 00:12:00,144.84682264346011,fridge
2023-01-01 00:13:00,120.43068015646543,fridge
2023-01-01 00:14:00,164.8822626813688,fridge
2023-01-01 00:15:00,185.9939579998723,fridge
2023-01-01 00:16:00,129.16035257672132,fridge
2023-01-01 00:17:00,171.8679905842424,fridge
2023-01-01 00:18:00,126.9137971765388,fridge
2023-01-01 00:19:00,167.01077534677364,fridge
2023-01-01 00:20:00,146.08144221774967,fridge
2023-01-01 00:21:00,131.70300257812644,fridge
2023-01-01 00:22:00,135.286290422837,fridge
2023-01-01 00:23:00,144.4976360330422,fridge
2023-01-01 00:24:00,163.0303406929431,fridge
2023-01-01 00:25:00,175.4030555887598,fridge
2023-01-01 00:26:00,177.0027184344434,fridge
2023-01-01 00:27:00,165.8738619602547,fridge
2023-01-01 00:28:00,169.41134611266435,fridge
2023-01-01 00:29:00,168.02191211986775,fridge
2023-01-01 00:30:00,167.88168268238854,fridge
2023-01-01 00:31:00,157.50334126114385,fridge
2023-01-01 00:32:00,128.3129420858428,fridge
2023-01-01 00:33:00,163.84010431549268,fridge
2023-01-01 00:34:00,137.05564140065366,fridge
2023-01-01 00:35:00,161.89257294569833,fridge
2023-01-01 00:36:00,153.9857429589341,fridge
2023-01-01 00:37:00,164.37462380374035,fridge
2023-01-01 00:38:00,165.5852905614226,fridge
2023-01-01 00:39:00,129.81655377247148,fridge
2023-01-01 00:40:00,157.6371214514738,fridge
2023-01-01 00:41:00,122.88061301061273,fridge
